"Informazioni cronologiche","Qual è la tua età?","In che regione vivi?","In che zona abiti?","Con quale genere ti identifichi?","Da quanti componenti è formato il tuo nucleo familiare?","Qual è la tua professione?","Consumi prodotti ittici?","Per quale motivo non consumi prodotti ittici?","Quanto spesso consumi prodotti ittici?","Che tipo di prodotti ittici consumi più frequentemente in casa?","Quanto tempo dedichi mediamente alla preparazione dei pasti durante la giornata?","Solitamente ti occupi tu della spesa nella tua famiglia?","Dove acquisti più spesso i tuoi prodotti ittici? (Puoi selezionare più opzioni) ","Quanto saresti disposto a spendere per un prodotto ittico di alta qualità (es. burger di pesce gourmet)?","Quali di questi prodotti surgelati consumeresti? (Puoi selezionare più opzioni) ","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La freschezza del prodotto acquistato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La provenienza della materia prima]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La velocità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La semplicità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il bilancio nutrizionale del prodotto]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti nuovi/innovativi]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Che il prodotto sia al naturale/poco lavorato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il prezzo]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti monoporzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [La provenienza da fonti sostenibili degli ingredienti (es. pesca certificata)]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il basso impatto ambientale della produzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il packaging eco-sostenibile ]"
"2024/11/25 7:58:36 PM CET","26-35 anni","Lombardia","Periferia città","Donna","4+","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","30-60 minuti","A volte","Supermercato","8-10€","Nientr","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 8:08:49 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce surgelato","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","8-10€","Tartare pronte;Burger di pesce;Insalata di mare","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","1 - Non mi interessa","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 8:28:59 PM CET","18-25 anni","Lombardia","Periferia città","Donna","2-3","Studente","Si","","Una volta ogni due mesi o meno","Pesce fresco","15-30 minuti","A volte","Supermercato","Non lo comprerei","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 8:30:59 PM CET","18-25 anni","Lombardia","Centro città","Donna","2-3","Studente","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/25 8:33:41 PM CET","46-60 anni","Puglia","Centro città","Donna","2-3","Lavoratore","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/25 8:37:52 PM CET","18-25 anni","Lombardia","Periferia città","Donna","4+","Studente","Si","","Una o due volte al mese","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Supermercato","8-10€","Tartare pronte;Burger di pesce;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 8:39:42 PM CET","46-60 anni","Puglia","Periferia città","Donna","2-3","Disoccupato","No","Hanno un prezzo troppo alto","","","","","","","","","","","","","","","","","","",""
"2024/11/25 8:43:37 PM CET","70+ anni","Puglia","Centro città","Donna","2-3","Pensionato","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","A volte","Negozi specializzati (es. pescherie)","Più di 10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 8:58:19 PM CET","60-70 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Gruppo di acquisto solidale","Non lo comprerei","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 9:02:06 PM CET","18-25 anni","Lombardia","Centro città","Donna","1","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Tartare pronte;Burger di pesce;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 9:04:10 PM CET","18-25 anni","Lombardia","Centro città","Donna","2-3","Studente","No","Hanno un prezzo troppo alto","","","","","","","","","","","","","","","","","","",""
"2024/11/25 9:05:33 PM CET","18-25 anni","Lombardia","Periferia città","Donna","4+","Studente","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","A volte","Supermercato","8-10€","Burger di pesce;Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 9:05:52 PM CET","18-25 anni","Lombardia","Periferia città","Donna","4+","Studente","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","A volte","Supermercato;Mercati locali","Più di 10€","Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante"
"2024/11/25 9:06:21 PM CET","18-25 anni","Toscana","Centro città","Donna","4+","Lavoratore","Si","","Una volta ogni due mesi o meno","Piatti pronti a base di pesce (es. burger, mix, tartare)","Meno di 15 minuti","Raramente/Mai","Supermercato","8-10€","Burger di pesce","2 - Poco importante","3 - Mediamente importante","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 9:13:43 PM CET","18-25 anni","Liguria","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Supermercato;Negozi specializzati (es. pescherie)","5-8€","Insalata di mare;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/25 9:14:28 PM CET","18-25 anni","Liguria","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","A volte","Supermercato","Meno di 5€","Tartare pronte;Burger di pesce;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/25 9:16:37 PM CET","18-25 anni","Liguria","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","A volte","Supermercato","5-8€","Tartare pronte;Burger di pesce;Prodotti gratinati;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 9:21:41 PM CET","18-25 anni","Puglia","Periferia città","Uomo","4+","Studente","Si","","Una o due volte al mese","Pesce fresco","Meno di 15 minuti","A volte","Supermercato","Il più economico🤣","Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","3 - Mediamente importante","1 - Non mi interessa","1 - Non mi interessa"
"2024/11/25 9:28:47 PM CET","18-25 anni","Toscana","Periferia città","Uomo","2-3","Studente","No","Questione di gusti;","","","","","","","","","","","","","","","","","","",""
"2024/11/25 9:29:41 PM CET","18-25 anni","Liguria","Centro città","Uomo","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Prodotti gratinati;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 9:29:48 PM CET","18-25 anni","Lombardia","Centro città","Donna","4+","Studente","Si","","Una o due volte al mese","Piatti pronti a base di pesce (es. burger, mix, tartare)","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie);Mercati locali","Più di 10€","Tartare pronte;Insalata di mare","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 9:30:28 PM CET","18-25 anni","Veneto","Periferia città","Uomo","4+","Studente","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","A volte","Supermercato","Più di 10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/25 9:33:42 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Raramente/Mai","Supermercato;Negozi specializzati (es. pescherie);Mercati locali","8-10€","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante"
"2024/11/25 9:36:16 PM CET","18-25 anni","Liguria","Periferia città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","A volte","Supermercato;Mercati locali","Più di 10€","Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 9:37:53 PM CET","18-25 anni","Liguria","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","Si","","Una o due volte al mese","Piatti pronti a base di pesce (es. burger, mix, tartare)","15-30 minuti","A volte","Supermercato","5-8€","Tartare pronte;Burger di pesce;Prodotti gratinati;Spiedini di gamberi o molluschi","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 9:42:42 PM CET","26-35 anni","Piemonte","Centro città","Donna","1","Lavoratore","Si","","Una volta a settimana","Piatti pronti a base di pesce (es. burger, mix, tartare)","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato","Meno di 5€","Burger di pesce;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","5 - Molto importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 9:51:15 PM CET","26-35 anni","Lombardia","Periferia città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","Meno di 15 minuti","A volte","Supermercato","Meno di 5€","Burger di pesce;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 9:57:38 PM CET","26-35 anni","Lombardia","Periferia città","Uomo","2-3","Lavoratore","Si","","Più volte a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie);Mercati locali","5-8€","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 10:04:01 PM CET","26-35 anni","Toscana","Periferia città","Uomo","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato","Non lo comprerei","Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 10:04:49 PM CET","18-25 anni","Lombardia","Periferia città","Donna","1","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Burger di pesce;Prodotti gratinati;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 10:06:47 PM CET","18-25 anni","Lombardia","Centro città","Donna","4+","Lavoratore","Si","","Una o due volte al mese","Sia fresco che surgelato ","30-60 minuti","A volte","Supermercato","8-10€","Prodotti gratinati;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
